epoch,Sensitivity,Specificity,accuracy,auc,fn,fp,loss,lr,prc,precision,recall,tn,tp,val_Sensitivity,val_Specificity,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_prc,val_precision,val_recall,val_tn,val_tp
0,0.9439518451690674,0.953637421131134,0.892112672328949,0.8839751482009888,7651.0,7498.0,4.2191057205200195,0.001,0.65268474817276,0.7315431237220764,0.7275575995445251,104834.0,20432.0,0.9452679753303528,0.947049617767334,0.8941847085952759,0.8905259966850281,928.0,928.0,0.8738396167755127,0.669065535068512,0.7354618310928345,0.7354618310928345,13104.0,2580.0
1,0.9512516260147095,0.9542784094810486,0.8939785361289978,0.8898295164108276,7446.0,7441.0,0.8715933561325073,0.001,0.6677433848381042,0.734988272190094,0.7348573803901672,104891.0,20637.0,0.942417323589325,0.9541761875152588,0.8941847085952759,0.89229816198349,928.0,928.0,0.8686352968215942,0.6783908009529114,0.7354618310928345,0.7354618310928345,13104.0,2580.0
2,0.9484029412269592,0.9536997675895691,0.8939856886863708,0.8903807997703552,7444.0,7442.0,0.8704855442047119,0.001,0.6697405576705933,0.7349809408187866,0.7349286079406738,104890.0,20639.0,0.9501140117645264,0.9542474150657654,0.8941847085952759,0.8926354646682739,928.0,928.0,0.8680151700973511,0.6818925142288208,0.7354618310928345,0.7354618310928345,13104.0,2580.0
3,0.9489014744758606,0.9552131295204163,0.8939642906188965,0.8897957801818848,7449.0,7440.0,0.8699067831039429,0.001,0.6675371527671814,0.7349861264228821,0.7347505688667297,104892.0,20634.0,0.950684130191803,0.9603050351142883,0.8941847085952759,0.8944033980369568,928.0,928.0,0.8694397211074829,0.6899031400680542,0.7354618310928345,0.7354618310928345,13104.0,2580.0
4,0.9495424032211304,0.9541003704071045,0.8936651945114136,0.8899258971214294,7502.0,7429.0,0.8863348960876465,0.001,0.670606255531311,0.7347732782363892,0.7328633069992065,104903.0,20581.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.8886488080024719,928.0,928.0,0.8660555481910706,0.6646379232406616,0.7354618310928345,0.7354618310928345,13104.0,2580.0
5,0.9450201392173767,0.9509934782981873,0.8939642906188965,0.8883412480354309,7445.0,7444.0,0.869731068611145,0.001,0.6597312092781067,0.7349191904067993,0.7348930239677429,104888.0,20638.0,0.9489737749099731,0.954675018787384,0.8941847085952759,0.8919245600700378,928.0,928.0,0.8688004016876221,0.6763194799423218,0.7354618310928345,0.7354618310928345,13104.0,2580.0
6,0.9446640610694885,0.9500320553779602,0.8939785361289978,0.8887197971343994,7444.0,7443.0,0.8692615628242493,0.001,0.6636794209480286,0.7349547743797302,0.7349286079406738,104889.0,20639.0,0.8859749436378479,0.9367873668670654,0.8941847085952759,0.8909925818443298,928.0,928.0,0.8656660914421082,0.6785391569137573,0.7354618310928345,0.7354618310928345,13104.0,2580.0
7,0.9456967115402222,0.9521329402923584,0.8939856886863708,0.8895200490951538,7443.0,7443.0,0.8691773414611816,0.001,0.6663241982460022,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.888683021068573,928.0,928.0,0.8682731986045837,0.6645675897598267,0.7354618310928345,0.7354618310928345,13104.0,2580.0
8,0.9495424032211304,0.9529430866241455,0.8939856886863708,0.8885955214500427,7443.0,7443.0,0.8700315952301025,0.001,0.6610972285270691,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.8891699910163879,928.0,928.0,0.8679108619689941,0.6616249084472656,0.7354618310928345,0.7354618310928345,13104.0,2580.0
9,0.9465869069099426,0.954420804977417,0.8939856886863708,0.8884971141815186,7443.0,7443.0,0.8684115409851074,0.0005,0.6603454947471619,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.8885761499404907,928.0,928.0,0.866180956363678,0.6615294814109802,0.7354618310928345,0.7354618310928345,13104.0,2580.0
10,0.9491507411003113,0.9503347277641296,0.8939856886863708,0.8887666463851929,7443.0,7443.0,0.8682903051376343,0.0005,0.659460723400116,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.888576090335846,928.0,928.0,0.8667516112327576,0.6615294814109802,0.7354618310928345,0.7354618310928345,13104.0,2580.0
11,0.9459459185600281,0.9499430060386658,0.8939714431762695,0.8896774053573608,7445.0,7443.0,0.8678312301635742,0.0005,0.6656486988067627,0.7349453568458557,0.7348930239677429,104889.0,20638.0,0.9378563165664673,0.9340792298316956,0.8941847085952759,0.8916434049606323,928.0,928.0,0.8683215975761414,0.6785581707954407,0.7354618310928345,0.7354618310928345,13104.0,2580.0
12,0.9500765800476074,0.9518213868141174,0.8939856886863708,0.8890421986579895,7443.0,7443.0,0.8681845664978027,0.0005,0.6628579497337341,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.8859749436378479,0.9338654279708862,0.8941847085952759,0.8891818523406982,928.0,928.0,0.866176187992096,0.6616821885108948,0.7354618310928345,0.7354618310928345,13104.0,2580.0
