epoch,Sensitivity,Specificity,accuracy,auc,fn,fp,loss,lr,prc,precision,recall,tn,tp,val_Sensitivity,val_Specificity,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_prc,val_precision,val_recall,val_tn,val_tp
0,0.9404621720314026,0.9539490342140198,0.8924331665039062,0.883845865726471,7600.0,7504.0,0.9111342430114746,0.001,0.6563589572906494,0.7318755388259888,0.7293736338615417,104828.0,20483.0,0.8859749436378479,0.9496864080429077,0.8941847085952759,0.8893109560012817,928.0,928.0,0.8855093121528625,0.6666132807731628,0.7354618310928345,0.7354618310928345,13104.0,2580.0
1,0.9485809803009033,0.952951967716217,0.8939927816390991,0.8883925676345825,7443.0,7442.0,0.8758013844490051,0.001,0.6616299748420715,0.7349903583526611,0.7349641919136047,104890.0,20640.0,0.8911060690879822,0.9353620409965515,0.8941847085952759,0.8905285000801086,928.0,928.0,0.8706981539726257,0.6702596545219421,0.7354618310928345,0.7354618310928345,13104.0,2580.0
2,0.9492219686508179,0.9517145752906799,0.8939856886863708,0.8876165151596069,7443.0,7443.0,0.8766211271286011,0.001,0.6570538878440857,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9030786752700806,0.9521807432174683,0.8941847085952759,0.8906955718994141,928.0,928.0,0.8851851224899292,0.6732106804847717,0.7354618310928345,0.7354618310928345,13104.0,2580.0
3,0.9498273134231567,0.9530320763587952,0.8939856886863708,0.8884880542755127,7443.0,7443.0,0.8742817640304565,0.001,0.6598918437957764,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.914766252040863,0.9528933763504028,0.8941847085952759,0.8908562660217285,928.0,928.0,0.8721592426300049,0.6715427041053772,0.7354618310928345,0.7354618310928345,13104.0,2580.0
4,0.948830246925354,0.9537887573242188,0.8939856886863708,0.8888213038444519,7443.0,7443.0,0.8734616041183472,0.001,0.6619767546653748,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9526795744895935,0.9532496929168701,0.8941847085952759,0.891739010810852,928.0,928.0,0.866513192653656,0.6766155362129211,0.7354618310928345,0.7354618310928345,13104.0,2580.0
5,0.9513228535652161,0.9540647268295288,0.8939856886863708,0.8889696598052979,7443.0,7443.0,0.8723858594894409,0.001,0.666008710861206,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9461231231689453,0.9571693539619446,0.8941847085952759,0.8919689059257507,928.0,928.0,0.8688288927078247,0.6735427379608154,0.7354618310928345,0.7354618310928345,13104.0,2580.0
6,0.9456610679626465,0.9545899629592896,0.8939856886863708,0.8892395496368408,7443.0,7443.0,0.8719630241394043,0.001,0.6665244698524475,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9116305708885193,0.9506129026412964,0.8941847085952759,0.8920833468437195,928.0,928.0,0.8666344285011292,0.6791998147964478,0.7354618310928345,0.7354618310928345,13104.0,2580.0
7,0.9506819248199463,0.9544297456741333,0.8939856886863708,0.8900011777877808,7443.0,7443.0,0.8702809810638428,0.001,0.6669751405715942,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9264538288116455,0.9588797092437744,0.8941847085952759,0.8920886516571045,928.0,928.0,0.8677706122398376,0.6721140742301941,0.7354618310928345,0.7354618310928345,13104.0,2580.0
8,0.9513584971427917,0.9539846181869507,0.8939856886863708,0.890271008014679,7443.0,7443.0,0.8699072003364563,0.001,0.6699820756912231,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9198973774909973,0.9582383036613464,0.8941847085952759,0.8917044997215271,928.0,928.0,0.8670852780342102,0.6715677976608276,0.7354618310928345,0.7354618310928345,13104.0,2580.0
9,0.9515365362167358,0.9560855031013489,0.8939571976661682,0.8906307816505432,7447.0,7443.0,0.8687636256217957,0.001,0.6693198084831238,0.7349264621734619,0.7348217964172363,104889.0,20636.0,0.9486886858940125,0.9522519707679749,0.8941847085952759,0.8924325704574585,928.0,928.0,0.8660210371017456,0.674901008605957,0.7354618310928345,0.7354618310928345,13104.0,2580.0
10,0.9519638419151306,0.9547412991523743,0.8939999341964722,0.8909068703651428,7442.0,7442.0,0.8679899573326111,0.001,0.6713476181030273,0.7349998354911804,0.7349998354911804,104890.0,20641.0,0.9495438933372498,0.9560290575027466,0.8941847085952759,0.8921076655387878,928.0,928.0,0.8653413653373718,0.6746643781661987,0.7354618310928345,0.7354618310928345,13104.0,2580.0
11,0.9513228535652161,0.9551151990890503,0.8939856886863708,0.8913971185684204,7443.0,7443.0,0.8670428991317749,0.001,0.6710658073425293,0.7349641919136047,0.7349641919136047,104889.0,20640.0,0.9495438933372498,0.9580245018005371,0.8941847085952759,0.8936063647270203,928.0,928.0,0.8641341924667358,0.6811383962631226,0.7354618310928345,0.7354618310928345,13104.0,2580.0
12,0.9515365362167358,0.955836296081543,0.8939785361289978,0.8919065594673157,7444.0,7443.0,0.8663133382797241,0.001,0.672713041305542,0.7349547743797302,0.7349286079406738,104889.0,20639.0,0.9509692192077637,0.9558865427970886,0.8941277265548706,0.8940889239311218,929.0,928.0,0.865481436252594,0.6837813854217529,0.7353863716125488,0.7351767420768738,13104.0,2579.0
13,0.9482249021530151,0.9560766220092773,0.8936651945114136,0.893459677696228,7543.0,7388.0,0.8649703860282898,0.0005,0.6795592308044434,0.7354626059532166,0.7314033508300781,104944.0,20540.0,0.9481185674667358,0.9577394723892212,0.8941277265548706,0.8950822949409485,933.0,924.0,0.8627135753631592,0.6855096817016602,0.7359245419502258,0.7340365052223206,13108.0,2575.0
